iteration,training_MSE,testing_MSE,training_scores,testing_scores,time_elapsed
0,0.134153116267,0.133666899586,0.510277033065,0.535416666667,0.017461617
10,0.135612574788,0.134276962236,0.497765862377,0.5125,0.198483491
20,0.137966144776,0.134457635863,0.454870420018,0.475,0.388525743
30,0.122560577466,0.115875337655,0.554959785523,0.604166666667,0.576309109
40,0.127900275854,0.130142715379,0.54781054513,0.552083333333,0.756465939
50,0.115938101386,0.11629731047,0.630026809651,0.60625,0.936646229
60,0.108510316883,0.113853030717,0.668453976765,0.66875,1.124475537
70,0.114202860575,0.115055458893,0.620196604111,0.641666666667,1.320276423
80,0.10591021388,0.110102495243,0.675603217158,0.66875,1.520760262
90,0.117045490438,0.123585808369,0.617515638963,0.6125,1.719825332
100,0.122433125746,0.125501683589,0.598748882931,0.595833333333,1.897449107
110,0.118215081619,0.121904875364,0.601429848079,0.560416666667,2.097047377
120,0.113237452374,0.111199216358,0.596067917784,0.585416666667,2.279549594
130,0.11480232228,0.116032911825,0.612153708668,0.597916666667,2.471396212
140,0.107975111404,0.106329169003,0.647899910634,0.670833333333,2.653481547
150,0.103926773967,0.104721784606,0.67381590706,0.679166666667,2.861491732
160,0.103567427091,0.103665341766,0.671134941912,0.68125,3.047270352
170,0.112753555098,0.112009176717,0.615728328865,0.629166666667,3.225556837
180,0.104333007073,0.105106807639,0.649687220733,0.664583333333,3.408104014
190,0.102166495676,0.102990116189,0.678284182306,0.660416666667,3.619695568
200,0.09961609092,0.0999286040219,0.682752457551,0.679166666667,3.795765201
210,0.101091448728,0.100688054273,0.664879356568,0.6875,3.977522603
220,0.100248044399,0.100039395583,0.675603217158,0.679166666667,4.156022659
230,0.100771377462,0.10075066638,0.67381590706,0.679166666667,4.332528724
240,0.0992793420252,0.100750216855,0.697944593387,0.689583333333,4.521007546
250,0.10106741591,0.102145707299,0.683646112601,0.677083333333,4.707155157
260,0.100031356696,0.099055486307,0.688114387846,0.697916666667,4.88414457
270,0.101058187856,0.101980770521,0.677390527256,0.68125,5.06204985
280,0.0982109678772,0.0992506993388,0.688114387846,0.697916666667,5.23219664
290,0.0985827573517,0.0996118647749,0.676496872207,0.683333333333,5.414083552
300,0.0970097622027,0.0962996906926,0.700625558534,0.704166666667,5.592802558
310,0.0994465531801,0.101359081528,0.674709562109,0.675,5.773632362
320,0.097686545453,0.0971343884015,0.696157283289,0.702083333333,5.95912948
330,0.0993990785132,0.0995904693213,0.688114387846,0.689583333333,6.137416454
340,0.0974968175232,0.0980104018206,0.695263628239,0.69375,6.322435599
350,0.0990989595633,0.098860041017,0.691689008043,0.689583333333,6.509132047
360,0.0978353179093,0.0988741949986,0.685433422699,0.689583333333,6.689309407
370,0.0987063224318,0.0987375463829,0.703306523682,0.708333333333,6.866698105
380,0.0963954144749,0.0949763160582,0.697944593387,0.702083333333,7.049737918
390,0.0977867336162,0.0975695240684,0.696157283289,0.69375,7.252475746
400,0.097736204869,0.0979082741748,0.701519213584,0.702083333333,7.435250672
410,0.0983225767663,0.097937873393,0.697944593387,0.691666666667,7.612177038
420,0.0946405197097,0.0933099432124,0.714924039321,0.716666666667,7.790709351
430,0.102168381688,0.104748260845,0.674709562109,0.666666666667,7.970265542
440,0.0973702455972,0.0983838199225,0.699731903485,0.683333333333,8.155605779
450,0.0963470676222,0.0929089778991,0.712243074173,0.708333333333,8.347643489
460,0.104749538875,0.0973842351896,0.679177837355,0.710416666667,8.524221395
470,0.0974899049523,0.095198085015,0.708668453977,0.716666666667,8.702858294
480,0.0959953035425,0.093736867324,0.70509383378,0.714583333333,8.884703664
490,0.098082703615,0.0927392337264,0.702412868633,0.7125,9.080123833
500,0.0960174857144,0.0929273573666,0.708668453977,0.7125,9.267795772
510,0.0985721519575,0.09119849223,0.697944593387,0.716666666667,9.460842697
520,0.104377891206,0.0986558642403,0.67381590706,0.677083333333,9.638081357
530,0.0975288440226,0.0917062653544,0.701519213584,0.722916666667,9.815429004
540,0.100010921468,0.0903947026175,0.687220732797,0.71875,9.990589612
550,0.0979631752298,0.0945008855797,0.702412868633,0.6875,10.164851457
560,0.0978832874851,0.092095443119,0.69436997319,0.710416666667,10.345275621
570,0.0993718499787,0.099931427884,0.697050938338,0.697916666667,10.521260216
580,0.113241215399,0.0988351561548,0.664879356568,0.714583333333,10.725121624
590,0.0989259676146,0.0914006342943,0.691689008043,0.708333333333,10.914859889
600,0.106544340286,0.0940838486997,0.680965147453,0.7375,11.105815074
610,0.11265058596,0.0979698405213,0.63181411975,0.7,11.295678939
620,0.109970136025,0.108440504976,0.643431635389,0.6625,11.471012555
630,0.10085633187,0.0985824022923,0.669347631814,0.6625,11.645874551
640,0.103170623358,0.0978333258205,0.676496872207,0.695833333333,11.822925054
650,0.105086970895,0.100021714334,0.676496872207,0.70625,11.998930175
660,0.104383951577,0.0972816000168,0.670241286863,0.704166666667,12.184480563
670,0.110418353828,0.105369200347,0.662198391421,0.675,12.38686358
680,0.100783925501,0.0963357287352,0.680071492404,0.689583333333,12.57068535
690,0.101093926175,0.0935046063236,0.674709562109,0.725,12.752850838
700,0.100714622177,0.096878085121,0.687220732797,0.702083333333,12.946169491
710,0.100398570898,0.0940100556629,0.690795352994,0.708333333333,13.12847182
720,0.10944904441,0.10629008182,0.655942806077,0.64375,13.324300561
730,0.100590136347,0.0949710524556,0.681858802502,0.702083333333,13.518733995
740,0.0995305639673,0.100216592445,0.689008042895,0.685416666667,13.695947243
750,0.107742349425,0.0973413360754,0.667560321716,0.702083333333,13.881091012
760,0.0979249335593,0.0916964727432,0.687220732797,0.7125,14.053336871
770,0.100789974084,0.0935029062706,0.697050938338,0.722916666667,14.23005162
780,0.100659717777,0.0932816178372,0.703306523682,0.73125,14.406814752
790,0.105607443011,0.0934538566023,0.685433422699,0.7125,14.601659692
800,0.105447208471,0.100755525592,0.680965147453,0.7,14.777221542
810,0.103059287101,0.0939227689143,0.683646112601,0.7125,14.967477364
820,0.101085438286,0.0924701204964,0.697944593387,0.714583333333,15.144802531
830,0.105452639836,0.0982285416883,0.688114387846,0.69375,15.327354112
840,0.104795224137,0.0936873366969,0.679177837355,0.708333333333,15.506597518
850,0.10684670016,0.0981710608204,0.688114387846,0.69375,15.690387523
860,0.100345241331,0.094534634384,0.678284182306,0.7125,15.87959552
870,0.100103435102,0.0982498356288,0.690795352994,0.689583333333,16.06676554
880,0.101736529405,0.0975579868091,0.695263628239,0.697916666667,16.260509384
890,0.0973230204253,0.0962955358161,0.704200178731,0.695833333333,16.45966878
900,0.101344877606,0.0937757451356,0.689008042895,0.704166666667,16.635231609
910,0.103862278815,0.0989671176385,0.695263628239,0.691666666667,16.828031728
920,0.099521938835,0.0982522359663,0.700625558534,0.685416666667,17.012885685
930,0.100879670724,0.0995653243086,0.692582663092,0.697916666667,17.194491584
940,0.107051119655,0.100820151897,0.680071492404,0.683333333333,17.377567073
950,0.102132954416,0.100938295095,0.689901697945,0.695833333333,17.557945294
960,0.113246845123,0.11707013178,0.680965147453,0.685416666667,17.744802042
970,0.100437548909,0.0963621913753,0.700625558534,0.708333333333,17.920269079
980,0.101853700005,0.0986249125445,0.700625558534,0.691666666667,18.102539641
990,0.0999453774137,0.0955564846616,0.695263628239,0.708333333333,18.289991164
