iteration,training_MSE,testing_MSE,training_scores,testing_scores,time_elapsed
0,0.108898817373,0.118126921838,0.658623771224,0.639583333333,0.055940805
10,0.0828383509212,0.0894203116417,0.751563896336,0.735416666667,0.16270401
20,0.0794112349124,0.0857859220416,0.764968722073,0.7375,0.204628214
30,0.0769797398236,0.0841266327625,0.777479892761,0.772916666667,0.238029073
40,0.0753265753846,0.0845077241694,0.778373547811,0.7625,0.271956778
50,0.0734814737354,0.0851148914054,0.77926720286,0.7625,0.310520028
60,0.0721482467402,0.0850080575798,0.788203753351,0.747916666667,0.34679263
70,0.0711449923189,0.0855198198661,0.801608579088,0.754166666667,0.379870442
80,0.0705697440085,0.0854225348921,0.800714924039,0.770833333333,0.414243373
90,0.070044424533,0.0855999827179,0.803395889187,0.766666666667,0.440510329
100,0.0696425868802,0.0859774125555,0.804289544236,0.7625,0.470538015
110,0.0692233289007,0.0867445627992,0.806076854334,0.760416666667,0.514334032
120,0.0688794713617,0.0868046797215,0.803395889187,0.75625,0.543706829
130,0.0686055269519,0.0873444201909,0.803395889187,0.7625,0.565349968
140,0.0683820349629,0.0877687563436,0.806970509383,0.75625,0.590362368
150,0.0681470542304,0.0880041538889,0.808757819482,0.75625,0.622218859
160,0.067819375444,0.0880155113787,0.808757819482,0.7625,0.651990455
170,0.0674596390555,0.0878484666405,0.811438784629,0.766666666667,0.670934861
180,0.0672706774287,0.0881218519374,0.809651474531,0.766666666667,0.692027209
190,0.0671087307601,0.0882552935257,0.813226094727,0.7625,0.720797897
200,0.0669616086936,0.0883771961664,0.815907059875,0.7625,0.748680573
210,0.0668025796855,0.0886818377625,0.807864164433,0.758333333333,0.767784791
220,0.0665548823756,0.0889077079103,0.812332439678,0.75,0.786885098
230,0.0663705199818,0.088461515144,0.816800714924,0.745833333333,0.807074772
240,0.0660784003907,0.0887465720068,0.815907059875,0.74375,0.851838463
250,0.0659736404864,0.0889461364563,0.816800714924,0.75,0.885541841
260,0.0657926151324,0.0888382343781,0.823949955317,0.75625,0.908561226
270,0.0656933939641,0.0886668988025,0.822162645219,0.75,0.933037986
280,0.0655546810471,0.0887797486463,0.824843610366,0.747916666667,0.964749815
290,0.0653987472342,0.088989318205,0.826630920465,0.741666666667,0.986288856
300,0.0652316596455,0.0889243925134,0.825737265416,0.745833333333,1.010955238
310,0.0651281363127,0.089009619083,0.826630920465,0.747916666667,1.035481848
320,0.064985797278,0.0890709833081,0.825737265416,0.739583333333,1.067614956
330,0.0648398001387,0.0896070776264,0.830205540661,0.745833333333,1.090325467
340,0.0647163423648,0.0894752170455,0.825737265416,0.745833333333,1.116974116
350,0.0645401909448,0.0896464321903,0.83199285076,0.74375,1.14280073
360,0.0643843143056,0.0900148853317,0.832886505809,0.74375,1.167461739
370,0.0642935039226,0.0900839952241,0.829311885612,0.74375,1.188449987
380,0.0641983099872,0.0898739548068,0.829311885612,0.735416666667,1.214946151
390,0.0641217966934,0.0897482307074,0.823056300268,0.735416666667,1.23930415
400,0.0640437752225,0.0898100204478,0.826630920465,0.741666666667,1.262661731
410,0.0639321949394,0.0897626808268,0.824843610366,0.7375,1.28435863
420,0.0638124875846,0.089789156561,0.829311885612,0.7375,1.305909889
430,0.0637347317044,0.0898137078,0.832886505809,0.739583333333,1.334908322
440,0.0636375398894,0.0898454362863,0.828418230563,0.739583333333,1.359732563
450,0.0635600912125,0.0896491590734,0.829311885612,0.741666666667,1.381831683
460,0.0635255089507,0.0895929484877,0.829311885612,0.739583333333,1.40131955
470,0.0634393052513,0.0898609072959,0.827524575514,0.7375,1.423576038
480,0.0633967754722,0.0899916377015,0.824843610366,0.741666666667,1.443113264
490,0.0633322472124,0.0900654266398,0.823949955317,0.745833333333,1.462385605
500,0.0632645517908,0.0900573069926,0.824843610366,0.74375,1.481486888
510,0.0632167071268,0.0902776042614,0.823056300268,0.74375,1.507010004
520,0.0631535179266,0.0903767220781,0.817694369973,0.74375,1.526852684
530,0.0631274190403,0.0904543068591,0.817694369973,0.74375,1.546134795
540,0.0630960494519,0.0905962152321,0.819481680071,0.741666666667,1.566070333
550,0.0630765109531,0.0906082638002,0.816800714924,0.74375,1.58728486
560,0.063047279288,0.0907527476604,0.820375335121,0.739583333333,1.618478642
570,0.0630090309589,0.0909336346306,0.820375335121,0.739583333333,1.641506825
580,0.0629667098674,0.0910011432395,0.82126899017,0.739583333333,1.659618444
590,0.0629384940332,0.0911103776954,0.822162645219,0.741666666667,1.680503083
600,0.0629161303442,0.0911963765883,0.823056300268,0.74375,1.702709721
610,0.0628919840522,0.0911107568819,0.822162645219,0.74375,1.730945744
620,0.0628856110034,0.0911267910726,0.823949955317,0.745833333333,1.750878837
630,0.0628706630888,0.0912179101585,0.823056300268,0.74375,1.775273981
640,0.0628497062233,0.0912420055205,0.822162645219,0.745833333333,1.797305653
650,0.0628203902337,0.0913844552982,0.822162645219,0.741666666667,1.826499576
660,0.0628021943491,0.0913002559106,0.824843610366,0.745833333333,1.854134958
670,0.0627964443119,0.0913189243385,0.823949955317,0.741666666667,1.882472147
680,0.0627853864436,0.0913569318936,0.825737265416,0.741666666667,1.907890676
690,0.062773513091,0.0913704272916,0.825737265416,0.74375,1.928585691
700,0.0627652197784,0.0915470945201,0.822162645219,0.74375,1.955913176
710,0.0627581941238,0.0915775100893,0.822162645219,0.745833333333,1.989079937
720,0.062748724979,0.0915930963521,0.822162645219,0.74375,2.023646402
730,0.0627462576187,0.0916511810278,0.82126899017,0.74375,2.07624629
740,0.0627379299044,0.0917239733462,0.820375335121,0.741666666667,2.101434145
750,0.0627270301789,0.0917979187022,0.822162645219,0.741666666667,2.128035875
760,0.0627212655014,0.0918174814678,0.823056300268,0.741666666667,2.157528897
770,0.0627133127583,0.0919239441359,0.822162645219,0.74375,2.178745379
780,0.0627054410018,0.0918856538796,0.822162645219,0.741666666667,2.213120751
