iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
480,0.0872417292279,0.0857037652817,0.739052725648,0.74375,0.380827841
490,0.0872052166228,0.0856722180632,0.738159070599,0.747916666667,0.388621033
500,0.0870971792275,0.0855938400756,0.742627345845,0.745833333333,0.399705291
510,0.0865647531359,0.0858471534125,0.74709562109,0.75625,0.407657319
520,0.0862993736763,0.0855384085521,0.748882931189,0.7625,0.415374269
530,0.0862598892189,0.0856207252404,0.752457551385,0.758333333333,0.423418176
540,0.0862044757288,0.0855435903244,0.748882931189,0.758333333333,0.431339902
550,0.0861593972644,0.0852319916481,0.742627345845,0.758333333333,0.439725916
560,0.0861182817957,0.0855228321527,0.74709562109,0.75625,0.447530837
570,0.0860814830512,0.0848273203219,0.747989276139,0.747916666667,0.457001818
580,0.0859450042476,0.0847177770804,0.748882931189,0.741666666667,0.464689935
590,0.0859366987394,0.0847727727046,0.753351206434,0.745833333333,0.472916134
600,0.0858573411939,0.0847447003927,0.754244861483,0.739583333333,0.480639439
610,0.0857908509946,0.0855001582594,0.753351206434,0.747916666667,0.48835297
620,0.0856977803194,0.0856685652081,0.752457551385,0.752083333333,0.495908151
630,0.0857146658616,0.0855373852812,0.756925826631,0.75,0.504103561
640,0.0854216704051,0.0854305345904,0.749776586238,0.752083333333,0.511808783
650,0.0850604231585,0.0850855414863,0.743521000894,0.74375,0.519467577
660,0.0851622597094,0.0851582734483,0.741733690795,0.739583333333,0.527366334
670,0.0846390277389,0.085861874333,0.743521000894,0.745833333333,0.535051031
680,0.0845212331692,0.085720479165,0.74709562109,0.747916666667,0.542558809
690,0.0845950543039,0.0854531901617,0.754244861483,0.7625,0.550332939
700,0.0843693211818,0.0853871789903,0.753351206434,0.75625,0.558898803
710,0.084261584602,0.0854766842267,0.753351206434,0.747916666667,0.566701769
720,0.0842544929983,0.0855084850727,0.754244861483,0.75,0.574561918
730,0.0841991570267,0.0852916282088,0.756925826631,0.75625,0.584058311
740,0.0841471010622,0.0852788424396,0.760500446828,0.760416666667,0.591555825
750,0.0841271773929,0.0851763592712,0.756925826631,0.758333333333,0.59946289
760,0.0840904316286,0.0851251117921,0.759606791778,0.75625,0.60783424
770,0.084017223979,0.0851732923966,0.755138516533,0.758333333333,0.615463709
780,0.0840549882287,0.0853319347612,0.754244861483,0.764583333333,0.623061899
790,0.0839725194311,0.0850350235005,0.755138516533,0.766666666667,0.630904941
800,0.0838922236085,0.0845604272534,0.756925826631,0.75,0.638627265
810,0.0837973572502,0.0850076316579,0.756925826631,0.747916666667,0.6468217
820,0.0837082515324,0.0845960966692,0.756925826631,0.747916666667,0.654538652
830,0.0839759663302,0.0855873673402,0.753351206434,0.745833333333,0.662343085
840,0.0846294760826,0.086520203881,0.753351206434,0.741666666667,0.669818607
850,0.0834524671472,0.08499661609,0.760500446828,0.741666666667,0.677580521
860,0.0836115951193,0.0844603646241,0.747989276139,0.75625,0.685658638
870,0.0833805800359,0.0848040662337,0.759606791778,0.745833333333,0.693173255
880,0.0833506107829,0.0846575496577,0.762287756926,0.745833333333,0.700788551
890,0.0831968636599,0.0850774234402,0.756925826631,0.739583333333,0.708686329
900,0.0833232790687,0.0852038407546,0.760500446828,0.74375,0.716489784
910,0.0831471655673,0.08492570989,0.758713136729,0.741666666667,0.724241433
920,0.0832279396796,0.0850462768747,0.758713136729,0.741666666667,0.731747743
930,0.0831209702896,0.0855076351712,0.754244861483,0.733333333333,0.739456872
940,0.0833121423774,0.085015256344,0.746201966041,0.739583333333,0.747293071
950,0.0829499401015,0.0850799933919,0.75781948168,0.741666666667,0.755387805
960,0.0827271362646,0.0848726849933,0.759606791778,0.739583333333,0.763017764
970,0.0827272018758,0.0848728058341,0.759606791778,0.739583333333,0.770572458
980,0.0827139982135,0.0848164043056,0.75781948168,0.7375,0.778430164
990,0.0827310361594,0.0847326877533,0.759606791778,0.739583333333,0.786074783
1000,0.0839793187748,0.0857168745397,0.746201966041,0.7375,0.793531242
