iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.124059319165,0.120106824587,0.554959785523,0.58125,0.001359141
10,0.123961879971,0.119035494687,0.554959785523,0.579166666667,0.012494228
20,0.121459408703,0.11596986291,0.556747095621,0.589583333333,0.020111478
30,0.120542798881,0.115388872807,0.577301161752,0.60625,0.027927638
40,0.120364273358,0.11497848796,0.576407506702,0.610416666667,0.035762859
50,0.118891464436,0.113802444949,0.582663092046,0.608333333333,0.043335148
60,0.11776001681,0.112844616156,0.588918677391,0.614583333333,0.050829732
70,0.11133534296,0.108194967364,0.643431635389,0.670833333333,0.058429879
80,0.111327672685,0.107754125277,0.638963360143,0.672916666667,0.066231868
90,0.106625021964,0.106425427233,0.678284182306,0.683333333333,0.074121337
100,0.105336419914,0.104881755123,0.690795352994,0.685416666667,0.082221447
110,0.104897176062,0.10455722878,0.691689008043,0.689583333333,0.089837233
120,0.104701807004,0.104194164838,0.69436997319,0.6875,0.097520951
130,0.104879693989,0.103770164328,0.697944593387,0.702083333333,0.105010645
140,0.109401597087,0.107697643824,0.666666666667,0.675,0.112683122
150,0.10320226281,0.102414341761,0.697050938338,0.695833333333,0.120588718
160,0.100600245507,0.0990841859485,0.697944593387,0.722916666667,0.129177549
170,0.100404350103,0.0986643702208,0.697944593387,0.71875,0.137091943
180,0.0981532982156,0.0961830442409,0.702412868633,0.71875,0.144912992
190,0.0978017005524,0.0959670233532,0.707774798928,0.720833333333,0.153312687
200,0.0961907554694,0.0942685057234,0.709562109026,0.7125,0.160949487
210,0.0952219259537,0.0932898108509,0.719392314567,0.720833333333,0.168827228
220,0.0956187206797,0.0941822335614,0.719392314567,0.727083333333,0.176811509
230,0.0937825108018,0.0938637356288,0.716711349419,0.729166666667,0.184624737
240,0.0938875864322,0.0950675980444,0.724754244861,0.722916666667,0.192164281
250,0.0927694947676,0.0940150696368,0.728328865058,0.729166666667,0.200097738
260,0.0924842717492,0.0927394839729,0.723860589812,0.727083333333,0.207968636
270,0.0920883555514,0.0947766043801,0.731009830206,0.716666666667,0.216160627
280,0.0914760230733,0.0935348093137,0.729222520107,0.71875,0.223910812
290,0.0909791734645,0.0892608380305,0.727435210009,0.735416666667,0.232040247
300,0.0905563794586,0.0889383179378,0.72654155496,0.727083333333,0.239600806
310,0.0904693844383,0.0888806537528,0.728328865058,0.73125,0.247133508
320,0.090363436816,0.088750273118,0.728328865058,0.733333333333,0.255360686
330,0.0903504408052,0.0887961649617,0.729222520107,0.733333333333,0.263041959
340,0.090020806978,0.0885076274356,0.734584450402,0.733333333333,0.270887442
350,0.0894827658558,0.087753724187,0.740840035746,0.747916666667,0.278751498
360,0.089142105318,0.0878709704415,0.734584450402,0.73125,0.286335516
370,0.0889228808232,0.0875078522993,0.7363717605,0.747916666667,0.294063706
380,0.0886319773484,0.0868920461866,0.739946380697,0.752083333333,0.302291373
390,0.0881864576901,0.0864523949989,0.741733690795,0.754166666667,0.310541521
400,0.0880640045653,0.086077477948,0.743521000894,0.7625,0.318354261
410,0.0880821335767,0.0858653757707,0.735478105451,0.752083333333,0.326392792
420,0.0876574113537,0.0856766606651,0.739052725648,0.752083333333,0.33426027
430,0.0878901248944,0.0852482840064,0.734584450402,0.752083333333,0.341866769
440,0.0881725114143,0.0866993741711,0.733690795353,0.733333333333,0.349693682
450,0.0874665315729,0.0856863748586,0.739946380697,0.747916666667,0.35761492
460,0.0879536181518,0.0863265703463,0.735478105451,0.739583333333,0.365439879
470,0.0874953612026,0.0857413991991,0.739946380697,0.747916666667,0.373273635
