iteration,training_MSE,testing_MSE,training_scores,testing_scores,time_elapsed
0,0.125809559472,0.125449647457,0.542448614835,0.539583333333,0.000797109000001
10,0.128098153423,0.127006738321,0.529043789097,0.535416666667,0.008818046
20,0.129977569324,0.129786421545,0.498659517426,0.495833333333,0.016527666
30,0.131227415939,0.131259590553,0.503127792672,0.489583333333,0.024447924
40,0.130221398323,0.129461364148,0.501340482574,0.489583333333,0.032253822
50,0.129920636753,0.131265839278,0.512957998213,0.489583333333,0.040107127
60,0.130384348298,0.130833633042,0.509383378016,0.483333333333,0.048361186
70,0.129882351433,0.129206258055,0.499553172475,0.483333333333,0.056060543
80,0.128844558499,0.129012038934,0.503127792672,0.485416666667,0.064130352
90,0.128507437688,0.128534182513,0.499553172475,0.49375,0.072511478
100,0.125930036421,0.126161747347,0.506702412869,0.514583333333,0.080858394
110,0.125368707852,0.125215117599,0.520107238606,0.51875,0.088937979
120,0.120473223459,0.122553750217,0.572832886506,0.545833333333,0.096925685
130,0.120652041434,0.121891516774,0.580875781948,0.545833333333,0.104818577
140,0.119818089167,0.121051039039,0.593386952636,0.558333333333,0.114467454
150,0.117037724875,0.11665396113,0.61036639857,0.602083333333,0.122735685
160,0.116828876916,0.116411625391,0.608579088472,0.608333333333,0.131241925
170,0.114908354469,0.114141815153,0.627345844504,0.647916666667,0.139337636
180,0.111915128151,0.111543079169,0.657730116175,0.660416666667,0.148948882
190,0.10843485075,0.107903771616,0.680071492404,0.7125,0.157197075
200,0.106714333168,0.105861042234,0.693476318141,0.727083333333,0.165040117
210,0.107104934979,0.105865893953,0.691689008043,0.710416666667,0.172697445
220,0.105680825981,0.104219198799,0.697050938338,0.714583333333,0.181167031
230,0.1041154785,0.104114142543,0.701519213584,0.714583333333,0.188840975
240,0.103641949431,0.0995774629845,0.701519213584,0.725,0.196688905
250,0.102796696064,0.0985646894425,0.708668453977,0.735416666667,0.20568729
260,0.0987651381339,0.0989449323599,0.720285969616,0.735416666667,0.214062065
