iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.130985275049,0.125439921991,0.598748882931,0.591666666667,0.049094761
10,0.0804663950276,0.0886620452722,0.764968722073,0.720833333333,0.14913899
20,0.0773182101085,0.0870841163089,0.778373547811,0.73125,0.182653231
30,0.0757977551307,0.0872356632425,0.781054512958,0.7375,0.207063036
40,0.0740167017648,0.0884249478388,0.784629133155,0.73125,0.23124021
50,0.073189495962,0.088882355626,0.784629133155,0.741666666667,0.262234101
60,0.0721324351534,0.0883426123997,0.790884718499,0.739583333333,0.284451001
70,0.0716598570513,0.0881540377496,0.792672028597,0.739583333333,0.303372924
80,0.0713312152763,0.0882591282229,0.78999106345,0.735416666667,0.327463104
90,0.0711185590029,0.0880133234072,0.795352993744,0.7375,0.34723883
100,0.0709456243285,0.0876480560308,0.796246648794,0.73125,0.365925187
110,0.0705870252169,0.0878575860635,0.798927613941,0.729166666667,0.383883347
120,0.0704071908315,0.0877240971182,0.796246648794,0.733333333333,0.406625627
130,0.070039190516,0.0875997772844,0.794459338695,0.733333333333,0.432610588
140,0.069548293272,0.0873726619651,0.800714924039,0.729166666667,0.45082777
150,0.0692509168653,0.0871453347878,0.806076854334,0.735416666667,0.468466795
160,0.0689770341814,0.0869017801954,0.797140303843,0.7375,0.495563604
170,0.0687372217644,0.0869770336152,0.798927613941,0.739583333333,0.514833011
180,0.0685441684553,0.0869711378067,0.798927613941,0.7375,0.535939044
190,0.0682717702004,0.0869779070749,0.798927613941,0.733333333333,0.554234913
200,0.0681476639488,0.0869828610987,0.798033958892,0.733333333333,0.571677467
210,0.0679545117083,0.0871221541188,0.798927613941,0.733333333333,0.589008596
220,0.0678700176718,0.0871233698112,0.802502234138,0.735416666667,0.606432582
230,0.0677594931504,0.087079643021,0.801608579088,0.735416666667,0.624321342
240,0.0676879442457,0.0871322196853,0.798033958892,0.735416666667,0.642036118
250,0.0675577928516,0.0874480580755,0.802502234138,0.739583333333,0.659200102
260,0.067459979851,0.0872589918182,0.802502234138,0.741666666667,0.676961794
270,0.067406153989,0.0874255713596,0.800714924039,0.739583333333,0.701398478
280,0.0673484827731,0.0875784836103,0.801608579088,0.739583333333,0.719061937
290,0.0672909947596,0.0876876809812,0.800714924039,0.739583333333,0.736600286
300,0.0672499682518,0.0876890180454,0.802502234138,0.741666666667,0.75449931
310,0.0671571971409,0.0877909246816,0.802502234138,0.741666666667,0.775323347
320,0.0670793366743,0.0879386258404,0.806076854334,0.741666666667,0.799436007
330,0.0669753052972,0.087867985576,0.805183199285,0.739583333333,0.832211787
340,0.0669127434237,0.0877692858288,0.804289544236,0.739583333333,0.856286327
350,0.0668050598906,0.0877375907492,0.806076854334,0.741666666667,0.875750245
360,0.0667354252789,0.087803459188,0.807864164433,0.74375,0.893367275
370,0.066692124957,0.0877953510218,0.807864164433,0.74375,0.912733938
