iterations,fitness,time,fevals
0,0.0196975408516,3.486231426,1000
10,0.0205801455462,7.000170565,2100
20,0.0213629862968,10.454377378,3200
30,0.0199032459823,14.015069314,4300
40,0.0217005021887,17.483640701,5400
50,0.0209262525564,21.057062428,6500
60,0.0193170658085,24.533773511,7600
70,0.0213755033447,28.118074233,8700
80,0.0194553800283,31.725143624,9800
90,0.0190261292993,35.228156851,10900
100,0.0194682967124,38.811766028,12000
110,0.019385424796,42.398013337,13100
120,0.0218082470992,46.050957288,14200
130,0.0199361903389,49.603776858,15300
140,0.0197797013111,53.164893006,16400
150,0.0202541154785,56.62747557,17500
160,0.0202324785307,60.191032404,18600
170,0.0206692236944,63.638465504,19700
180,0.0199213953,67.186570843,20800
190,0.0216592185624,70.70336804,21900
200,0.02132984938,74.225194695,23000
210,0.0208149279556,77.774387934,24100
220,0.0205212786694,81.228047866,25200
230,0.0201925063037,84.819665273,26300
240,0.020951681708,88.434113418,27400
250,0.019218418191,92.007777552,28500
260,0.0208494302833,95.578392538,29600
270,0.0195718298744,99.073588137,30700
280,0.0210760359056,102.637359033,31800
290,0.0199340745051,106.131029814,32900
300,0.0197832876752,109.791058796,34000
310,0.0217887837012,113.412896447,35100
320,0.0207921377729,116.852959102,36200
330,0.0194175353218,120.424697664,37300
