iterations,fitness,time,fevals
0,0.0203397659619,3.818526057,1000
10,0.0206719050055,7.887866207,2100
20,0.0204922174541,11.40474893,3200
30,0.0208061171082,15.092691378,4300
40,0.0205068434158,18.570897956,5400
50,0.0194382398602,22.107068658,6500
60,0.0191783466312,25.623463635,7600
70,0.0223998549535,29.041707699,8700
80,0.0205122401175,32.637698208,9800
90,0.0199180642809,36.079191846,10900
100,0.0196487552623,39.629132344,12000
110,0.0208422134457,43.035707147,13100
120,0.0201107793465,46.556950754,14200
130,0.0194867877352,49.958366099,15300
140,0.0195410799789,53.50360605,16400
150,0.0208822820367,56.906355122,17500
160,0.0210089569649,60.304344023,18600
170,0.0209853897699,63.85909112,19700
180,0.0206408379372,67.260483494,20800
190,0.0209435512855,70.795929418,21900
200,0.0200261932081,74.332345948,23000
210,0.0202161028835,77.824210894,24100
220,0.0199474154873,81.328548074,25200
230,0.0197419913589,84.749734256,26300
240,0.0206144686904,88.136216152,27400
250,0.0198795482006,91.62180735,28500
260,0.0202442565505,95.074992242,29600
270,0.0206878317642,98.59923808,30700
280,0.0198817103168,102.192696022,31800
290,0.0197338922766,105.769553478,32900
300,0.0202291616098,109.224752889,34000
310,0.0210403594538,112.731215041,35100
320,0.0209291476785,116.1753126,36200
330,0.0207058054177,119.616513981,37300
340,0.020737483114,123.18680983,38400
350,0.0197489377394,126.674055847,39500
360,0.020358107339,130.194371368,40600
370,0.0203729951371,133.625199584,41700
380,0.0189142928364,137.048089457,42800
390,0.0208429758917,140.548603351,43900
400,0.0193819130007,144.078602936,45000
410,0.0194801360668,147.594215954,46100
420,0.0201639471543,151.145522924,47200
430,0.0205768226494,154.606918377,48300
440,0.0206084764434,158.03490564,49400
450,0.0206241794786,161.491981263,50500
460,0.0208119781969,164.991327595,51600
470,0.0198540614203,168.399432104,52700
480,0.020783996549,171.878521318,53800
490,0.0220480831401,175.303572329,54900
500,0.020005598298,178.896131996,56000
510,0.0200849138861,182.341512455,57100
520,0.0206209499578,185.842725712,58200
530,0.0198976899921,189.250527212,59300
540,0.0197326783062,192.776734299,60400
550,0.0206638050082,196.208355714,61500
560,0.020157045467,199.662739934,62600
570,0.0206607874246,203.185839714,63700
580,0.0209874057105,206.615420218,64800
590,0.0211113913584,210.151780545,65900
600,0.020485362402,213.578854384,67000
610,0.0200055661782,217.060772332,68100
620,0.0217569477273,220.5178113,69200
630,0.0197586664939,223.948330642,70300
640,0.0203320610144,227.52505712,71400
650,0.020485761907,231.08009061,72500
660,0.019412922007,234.533903023,73600
670,0.0206900582593,238.043610302,74700
680,0.021346002274,241.668545485,75800
690,0.0194265546241,245.57833487,76900
700,0.0214708820329,249.624412739,78000
710,0.0197727093573,255.194910431,79100
720,0.0204044693351,260.644911775,80200
730,0.0207927001484,265.515323207,81300
740,0.0202268486794,270.086769024,82400
750,0.0195044698656,273.520505148,83500
760,0.0201626717521,277.317983333,84600
770,0.0204751289442,280.750290917,85700
780,0.0206255802471,284.445618472,86800
790,0.0204061344873,287.903212142,87900
800,0.0202684427072,291.498031179,89000
810,0.0193873009508,295.101763563,90100
820,0.0191807349324,298.643351769,91200
830,0.0217400221044,302.178366639,92300
840,0.0209988498637,305.67165817,93400
850,0.0200984215771,309.394111858,94500
860,0.0207791733267,313.048408597,95600
870,0.0194906174446,316.94979193,96700
880,0.0206295178831,320.5246984,97800
890,0.0199266790001,323.991360831,98900
900,0.0183639012915,327.396635628,100000
910,0.0212558595337,330.799194586,101100
920,0.0196085745269,334.238803705,102200
930,0.0212119689661,337.758083131,103300
940,0.0203336328341,341.19094395,104400
950,0.0201461757357,344.653007489,105500
960,0.0204203834941,348.205514765,106600
970,0.0215661508569,351.827144708,107700
980,0.0203868502371,355.346542894,108800
990,0.0195928286857,358.75871945,109900
1000,0.0216772313817,362.274658936,111000
