iterations,fitness,time,fevals
0,24.0,7.18419999999e-05,11
10,24.0,0.000183271,21
20,24.0,0.000293723,31
30,24.0,0.000363121,41
40,24.0,0.000469663,51
50,24.0,0.000608949,61
60,24.0,0.000698386,71
70,26.0,0.000775604,81
80,27.0,0.000858687,91
90,29.0,0.000940304,101
100,29.0,0.001040004,111
110,29.0,0.001191997,121
120,29.0,0.001258463,131
130,29.0,0.001331282,141
140,29.0,0.001423651,151
150,29.0,0.001491584,161
160,29.0,0.001578577,171
170,29.0,0.001709555,181
180,29.0,0.001829781,191
190,30.0,0.001912375,201
200,30.0,0.002135233,211
210,30.0,0.002214895,221
220,30.0,0.002299444,231
230,30.0,0.002429445,241
240,30.0,0.002567266,251
250,32.0,0.002649372,261
260,32.0,0.002770087,271
270,32.0,0.002860012,281
280,32.0,0.002943096,291
290,32.0,0.003433774,301
300,32.0,0.004012423,311
310,32.0,0.00413607,321
320,32.0,0.004248965,331
330,32.0,0.004377988,341
340,32.0,0.00445765,351
350,32.0,0.004582274,361
360,32.0,0.004810997,371
370,32.0,0.004883328,381
380,32.0,0.005037765,391
390,32.0,0.005151638,401
400,32.0,0.005276752,411
410,32.0,0.005370098,421
420,32.0,0.005451715,431
430,32.0,0.005526489,441
440,32.0,0.005609572,451
450,32.0,0.005692655,461
460,33.0,0.005826077,471
470,33.0,0.005928709,481
480,33.0,0.006045514,491
490,33.0,0.006155477,501
500,33.0,0.006245891,511
510,33.0,0.006331418,521
520,33.0,0.00641108,531
530,33.0,0.006494163,541
540,33.0,0.006604615,551
550,33.0,0.006688186,561
560,33.0,0.006973601,571
570,33.0,0.007049842,581
580,33.0,0.007138301,591
590,33.0,0.007241422,601
600,33.0,0.007309355,611
610,33.0,0.007390972,621
620,33.0,0.007492627,631
630,33.0,0.007657327,641
640,34.0,0.007727215,651
650,37.0,0.007806388,661
660,37.0,0.007873344,671
670,37.0,0.008008232,681
680,37.0,0.008096691,691
690,37.0,0.008183684,701
700,37.0,0.00829267,711
710,42.0,0.008360114,721
720,42.0,0.008440264,731
730,42.0,0.008513084,741
740,42.0,0.008591768,751
750,42.0,0.008658723,761
760,42.0,0.008723723,771
770,43.0,0.008800942,781
780,43.0,0.008866431,791
790,43.0,0.008969552,801
800,43.0,0.00903944,811
810,43.0,0.009149403,821
820,43.0,0.009233952,831
830,43.0,0.009321922,841
840,43.0,0.00939523,851
850,48.0,0.009481246,861
860,48.0,0.00954478,871
870,48.0,0.009629329,881
880,48.0,0.009710458,891
890,48.0,0.009817,901
900,48.0,0.009887377,911
910,48.0,0.009983656,921
920,48.0,0.010058431,931
930,49.0,0.010130762,941
940,49.0,0.010220688,951
950,49.0,0.010397117,961
960,49.0,0.010492418,971
970,49.0,0.01063708,981
980,49.0,0.010714298,991
990,49.0,0.010791028,1001
1000,49.0,0.010912721,1011
