iterations,fitness,time,fevals
0,12.0,5.42480000014e-05,11
10,12.0,9.77450000015e-05,21
20,12.0,0.000132933000003,31
30,12.0,0.000175452000004,41
40,14.0,0.000221392000004,51
50,17.0,0.000259512000003,61
60,17.0,0.000307895000002,71
70,17.0,0.000360677,81
80,19.0,0.000424210999999,91
90,19.0,0.000475526999999,101
100,19.0,0.000532219,111
110,19.0,0.000586956999999,121
120,19.0,0.000632897999999,131
130,19.0,0.000671507,141
140,20.0,0.000719890999999,151
150,20.0,0.000765342999998,161
160,20.0,0.000804928999997,171
170,20.0,0.000853800999998,181
180,20.0,0.000895831999998,191
190,20.0,0.000945680999997,201
200,20.0,0.000998951999996,211
210,20.0,0.001053689,221
220,22.0,0.001099629,231
230,22.0,0.00114654699999,241
240,22.0,0.00121056999999,251
250,23.0,0.00126335199999,261
260,23.0,0.00131075799999,271
270,23.0,0.00137526899999,281
280,23.0,0.00141583299999,291
290,23.0,0.00146372799999,301
300,24.0,0.00150624699999,311
310,25.0,0.00154827699999,321
320,25.0,0.00159714999999,331
330,27.0,0.00163526999999,341
340,28.0,0.00168463199999,351
350,28.0,0.00172812799999,361
360,29.0,0.00177651199999,371
370,29.0,0.00181854199999,381
380,30.0,0.00186203799999,391
390,30.0,0.00191579699999,401
400,30.0,0.00196662399999,411
410,30.0,0.002019407,421
420,30.0,0.00210444499999,431
430,30.0,0.00217335499999,441
440,30.0,0.00223346799999,451
450,30.0,0.00229406899999,461
460,30.0,0.00235173799999,471
470,30.0,0.00242016,481
480,30.0,0.00248076199999,491
490,30.0,0.002543807,501
500,30.0,0.00261125099999,511
510,30.0,0.00267136399999,521
520,30.0,0.002720725,531
530,30.0,0.00278034899999,541
540,30.0,0.002828733,551
550,30.0,0.002890801,561
560,30.0,0.002961666,571
570,30.0,0.003012005,581
580,30.0,0.003061855,591
590,30.0,0.00313076499999,601
600,30.0,0.003181103,611
610,30.0,0.003230464,621
620,30.0,0.003291066,631
630,30.0,0.003356067,641
640,30.0,0.003416669,651
650,30.0,0.003483135,661
660,30.0,0.003550579,671
670,30.0,0.003614113,681
680,30.0,0.003680091,691
690,30.0,0.003752423,701
700,30.0,0.003812536,711
710,30.0,0.003875581,721
720,31.0,0.00393325,731
730,32.0,0.003996295,741
740,33.0,0.004056408,751
750,33.0,0.004116521,761
760,33.0,0.004216709,771
770,33.0,0.004279754,781
780,33.0,0.004343776,791
790,33.0,0.004410243,801
800,33.0,0.004489905,811
810,33.0,0.00454562,821
820,33.0,0.004593515,831
830,33.0,0.004647275,841
840,33.0,0.004743065,851
850,33.0,0.004804155,861
860,33.0,0.004864268,871
870,33.0,0.00491362999999,881
880,33.0,0.00497520999999,891
890,33.0,0.00503483399999,901
900,33.0,0.00509690199999,911
910,33.0,0.00515848099999,921
920,33.0,0.00521468399999,931
930,33.0,0.00529923299999,941
940,33.0,0.00539111299999,951
950,33.0,0.005455624,961
960,33.0,0.00554897,971
970,33.0,0.005609083,981
980,33.0,0.005672129,991
990,34.0,0.005731753,1001
1000,35.0,0.005793332,1011
