iterations,fitness,time,fevals
0,14.0,2.98120000011e-05,11
10,12.0,7.673e-05,21
20,13.0,0.000109963,31
30,12.0,0.000160790000002,41
40,11.0,0.000195490000003,51
50,16.0,0.000241430000003,61
60,15.0,0.000291280000003,71
70,15.0,0.000333310000006,81
80,17.0,0.000375340000005,91
90,18.0,0.000409551000004,101
100,18.0,0.000452559000006,111
110,18.0,0.000491657000005,121
120,18.0,0.000538574000007,131
130,19.0,0.000597221000007,141
140,20.0,0.000647560000004,151
150,20.0,0.000687636000006,161
160,20.0,0.000734553000008,171
170,21.0,0.000784403000008,181
180,22.0,0.000831809000008,191
190,23.0,0.00088361300001,201
200,23.0,0.000936396000007,211
210,23.0,0.000996020000009,221
220,24.0,0.00104244900001,231
230,24.0,0.00108887800001,241
240,25.0,0.00116023200001,251
250,25.0,0.00120079600001,261
260,25.0,0.00124282700001,271
270,25.0,0.00128485700001,281
280,25.0,0.001321512,291
290,26.0,0.00136061000001,301
300,26.0,0.00140703900001,311
310,26.0,0.00145493400001,321
320,26.0,0.00153704000001,331
330,26.0,0.00159422,341
340,27.0,0.00164211500001,351
350,27.0,0.00169929500001,361
360,27.0,0.00174865600001,371
370,27.0,0.00181463400001,381
380,27.0,0.00185324300001,391
390,27.0,0.00190016100001,401
400,27.0,0.00196320600001,411
410,27.0,0.00200083700001,421
420,27.0,0.00204677700001,431
430,27.0,0.00209418300001,441
440,27.0,0.00214158900001,451
450,27.0,0.00217970900001,461
460,27.0,0.00223053700001,471
470,27.0,0.00227061300001,481
480,27.0,0.00232877100002,491
490,27.0,0.00238350800002,501
500,27.0,0.00242016200002,511
510,27.0,0.00248418500002,521
520,27.0,0.00253012500002,531
530,27.0,0.00257117800002,541
540,27.0,0.00261956200002,551
550,27.0,0.00266208100002,561
560,27.0,0.00270508900002,571
570,27.0,0.00274076600002,581
580,27.0,0.00278572900002,591
590,27.0,0.00283069200002,601
600,28.0,0.00288445200002,611
610,28.0,0.00292746000002,621
620,28.0,0.00298219700002,631
630,28.0,0.00303253600001,641
640,28.0,0.00309069400001,651
650,28.0,0.00313223500001,661
660,28.0,0.00318208500001,671
670,28.0,0.00326614600002,681
680,28.0,0.00333359000001,691
690,28.0,0.00338001900002,701
700,28.0,0.00345235100002,711
710,28.0,0.00350953200002,721
720,28.0,0.00356280300002,731
730,28.0,0.00361949500002,741
740,28.0,0.00366005900002,751
750,28.0,0.00374411900002,761
760,29.0,0.00379592400002,771
770,29.0,0.00386630000002,781
780,29.0,0.00390344300002,791
790,29.0,0.00394938300002,801
800,29.0,0.00399727800001,811
810,29.0,0.00403588700001,821
820,29.0,0.00408524800001,831
830,29.0,0.00412092500001,841
840,29.0,0.00417273000001,851
850,29.0,0.00421524900002,861
860,29.0,0.00426607600001,871
870,29.0,0.00431445900001,881
880,29.0,0.00435600100001,891
890,29.0,0.00457250600001,901
900,30.0,0.00462137900001,911
910,31.0,0.00466829700001,921
920,31.0,0.00471619200001,931
930,31.0,0.00476311000001,941
940,31.0,0.00484423900001,951
950,31.0,0.00491657100001,961
960,31.0,0.00494149600001,971
970,31.0,0.00498303800001,981
980,31.0,0.00502018100001,991
990,31.0,0.00505585800001,1001
1000,32.0,0.00510277500002,1011
