iterations,fitness,time,fevals
0,0.020287197747,3.413477051,1000
10,0.0192336138302,6.868949171,2100
20,0.0196288968437,10.318153895,3200
30,0.0198764687385,13.873399491,4300
40,0.0199422840414,17.410626814,5400
50,0.0194827988333,20.981323906,6500
60,0.0189940790107,24.496953052,7600
70,0.0197977771519,27.984823657,8700
80,0.0198418968285,31.454170649,9800
90,0.0215388144958,34.896823052,10900
100,0.0195567127789,38.33867639,12000
110,0.0206873998804,41.960622049,13100
120,0.0198021628299,45.415502324,14200
130,0.0198681638275,48.940471473,15300
140,0.020318281388,52.532037565,16400
150,0.0200557096133,56.12892586,17500
160,0.0183785619841,59.49817584,18600
170,0.0191541991125,63.112454398,19700
180,0.0204076170951,66.687988879,20800
190,0.0200431570288,70.251618045,21900
200,0.0191094730769,74.055219941,23000
210,0.0192358273311,77.520199207,24100
220,0.0198576673966,81.112442181,25200
230,0.0192282960946,84.694995226,26300
240,0.0205085211708,88.166602077,27400
250,0.0213667519289,91.637925468,28500
260,0.0200441268359,95.094407291,29600
270,0.0195998213512,98.702475634,30700
280,0.0206941531804,102.288286023,31800
290,0.0196418659514,105.885622477,32900
300,0.0185083410241,109.472047193,34000
310,0.020622553462,113.052390717,35100
320,0.0197292402021,116.668161838,36200
330,0.0203065916191,120.290324979,37300
340,0.019717713281,123.894473756,38400
350,0.0189034098074,127.504456431,39500
360,0.0196578529063,130.963146797,40600
370,0.0194192363681,134.567136739,41700
380,0.0187513409281,138.194724227,42800
390,0.0205580189901,141.747543798,43900
400,0.0189711788472,145.231950329,45000
410,0.0189963797498,148.744564537,46100
420,0.0191968781273,152.374599065,47200
430,0.018514564934,155.983064741,48300
440,0.0215300011053,159.454298696,49400
450,0.0213469524751,163.041608002,50500
460,0.0193249584406,166.600394402,51600
470,0.0200036209152,170.118023406,52700
480,0.0193219738542,173.684747172,53800
490,0.0203621921587,177.291379645,54900
500,0.0193271442731,180.769336975,56000
510,0.0208517783119,184.393065499,57100
520,0.0197600819276,188.069027368,58200
530,0.0193694827434,191.675674013,59300
540,0.0205332781044,195.266024648,60400
550,0.0200129716026,198.900823745,61500
560,0.0207947044071,202.381576087,62600
570,0.020557135579,205.973323984,63700
580,0.0204121393164,209.532938771,64800
590,0.0184003471499,213.025889173,65900
600,0.021744883058,216.596168405,67000
610,0.0205356522151,220.283167127,68100
620,0.0186914495833,223.880617943,69200
630,0.0195863108211,227.511780935,70300
640,0.020385009175,230.941726516,71400
650,0.0201095089977,234.540257901,72500
660,0.0189411818704,238.141083845,73600
670,0.0183553900789,241.658226569,74700
680,0.0200100796479,245.116713627,75800
690,0.0189409965036,248.688525986,76900
700,0.0196218887389,252.332368432,78000
710,0.0200886237437,255.894211312,79100
720,0.0191918551709,259.450815561,80200
730,0.0199416991629,263.095914516,81300
740,0.0197838125699,266.713788616,82400
750,0.0201026718785,270.392088052,83500
760,0.020473596521,273.957766926,84600
770,0.0179825069924,277.453536288,85700
780,0.0190071209112,281.125865962,86800
790,0.0197071826988,284.683303485,87900
800,0.0206648765915,288.144005439,89000
810,0.0205742512007,291.662357266,90100
820,0.0187617534506,295.286578423,91200
830,0.019970465115,298.898492535,92300
840,0.0190172697685,302.4935271,93400
850,0.0197211241333,305.95136953,94500
860,0.0197949956397,309.403898065,95600
870,0.0197060603637,313.01787508,96700
880,0.0215323593366,316.57704464,97800
890,0.0188927660585,320.027340196,98900
900,0.0185867902658,323.591370116,100000
910,0.018627998414,327.140872229,101100
920,0.0190062720258,330.67962828,102200
930,0.0197192564537,334.205708298,103300
940,0.020903974715,337.927395666,104400
950,0.0211342391058,341.465250999,105500
960,0.0202922737289,344.95173314,106600
970,0.019355735956,348.530124701,107700
980,0.0205534232058,351.970364762,108800
990,0.0194642175829,355.539554628,109900
1000,0.0192766633345,359.056650435,111000
