iterations,fitness,time,fevals
0,0.0211693767282,4.2518999976e-05,11
10,0.0204687773058,0.00010458700001,21
20,0.0211050925394,0.000165189000029,31
30,0.0207731603354,0.000224813000045,41
40,0.0204879323696,0.000279550000073,51
50,0.0207931071984,0.000337708000075,61
60,0.0205324268344,0.000398798000106,71
70,0.0210141483507,0.000452557000131,81
80,0.0214306900223,0.000496542000121,91
90,0.0213423379318,0.000539061000154,101
100,0.0208439689696,0.000621655000145,111
110,0.0212661953839,0.000675903000115,121
120,0.0219759540996,0.00073748200009,131
130,0.0221032207796,0.000796129000094,141
140,0.0236496644124,0.00085575300011,151
150,0.0243691145738,0.000924663000092,161
160,0.0245893646057,0.000998949000063,171
170,0.026299990831,0.00105710800011,181
180,0.0268156224792,0.00111819800009,191
190,0.0273975201917,0.00117537900007,201
200,0.0274540758104,0.00123598000005,211
210,0.0285495793772,0.00130440100008,221
220,0.0299858990908,0.00138259700009,231
230,0.0300862045825,0.00143098100011,241
240,0.0319884231668,0.00147741000012,251
250,0.0326446433956,0.00154436600013,261
260,0.032688244884,0.00160790000012,271
270,0.0328249490956,0.00166508000012,281
280,0.0337762297647,0.00171053100013,291
290,0.0338768418933,0.00177259900016,301
300,0.0338768418933,0.00183662200016,311
310,0.0343656296026,0.00188940400017,321
320,0.034444036334,0.00193681000013,331
330,0.034444036334,0.0019910580001,341
340,0.0346039007637,0.0020418850001,351
350,0.0346039007637,0.0021063960001,361
360,0.0355957132759,0.00216650900006,371
370,0.0355957132759,0.00222857700004,381
380,0.0358732543755,0.00227696100001,391
390,0.0367236216002,0.00232387800003,401
400,0.0367236216002,0.00237421700001,411
410,0.0367444542191,0.00242162399996,421
420,0.0369287415776,0.00251594799994,431
430,0.0371217505825,0.00257459499994,441
440,0.0371217505825,0.00262151199991,451
450,0.0371217505825,0.00269433099993,461
460,0.0371398896737,0.00276030899988,471
470,0.0387517518042,0.00282139999985,481
480,0.0387517518042,0.00288493399984,491
490,0.038820355517,0.00296850599983,501
500,0.038820355517,0.00303985899984,511
510,0.038820355517,0.00310485899985,521
520,0.0388259804838,0.00315470899983,531
530,0.0392073007476,0.00321970999983,541
540,0.0392073007476,0.00337658999985,551
550,0.0392697961427,0.00343816899982,561
560,0.0392697961427,0.00349534899982,571
570,0.0392697961427,0.00358869499985,581
580,0.0399441693741,0.00363854499983,591
590,0.0399441693741,0.00370256799982,601
600,0.0399441693741,0.00376658999983,611
610,0.0399441693741,0.00382914699981,621
620,0.0399441693741,0.00387704199983,631
630,0.0399683220335,0.0039386209998,641
640,0.0410011492465,0.0039884699998,651
650,0.0410011492465,0.00408425999979,661
660,0.0410043040328,0.00414486199981,671
670,0.0410043040328,0.00421474999985,681
680,0.0410410030417,0.00427681799982,691
690,0.0410410030417,0.00437847199981,701
700,0.0412318100579,0.00443369799979,711
710,0.0414417171872,0.00448354799983,721
720,0.0414417171872,0.00451629299982,731
730,0.0417586923994,0.00456565399986,741
740,0.0418631431596,0.00461843599987,751
750,0.0418631431596,0.00468587999984,761
760,0.0426351409863,0.00473963899981,771
770,0.0427370489483,0.0047968199998,781
780,0.0427417319788,0.00486621899978,791
790,0.0427417319788,0.00498155799977,801
800,0.0427417319788,0.00503238599975,811
810,0.0428307983714,0.00509543099975,821
820,0.0428534716853,0.00515554399976,831
830,0.0428534716853,0.00522543099976,841
840,0.0429065609542,0.00527430299974,851
850,0.0435878734025,0.00538670899971,861
860,0.0435879003812,0.00544828799974,871
870,0.0436098059276,0.00551328799969,881
880,0.0436896569983,0.00558708499966,891
890,0.0436896569983,0.00563937899966,901
900,0.0436896569983,0.00570731199969,911
910,0.0436896569983,0.00582167299967,921
920,0.0436896569983,0.0058705459997,931
930,0.0436896569983,0.0059291929997,941
940,0.0436896569983,0.00599174999974,951
950,0.0440374509319,0.00608069799972,961
960,0.0458167119745,0.00613152499972,971
970,0.0458167119745,0.00619554799971,981
980,0.0458167119745,0.00626054799972,991
990,0.0458167119745,0.0063177289997,1001
1000,0.0458167119745,0.00637490999969,1011
