iterations,fitness,time,fevals
0,0.0215877015275,3.408048794,1000
10,0.0215961077031,6.828876741,2100
20,0.0206050873213,10.305720269,3200
30,0.0210045376055,13.777919453,4300
40,0.0215948563689,17.336637432,5400
50,0.0204496976463,20.763268487,6500
60,0.0223359970765,24.337275705,7600
70,0.02250950727,27.82223205,8700
80,0.0204060244753,31.361268628,9800
90,0.0212690453174,34.774259398,10900
100,0.0202922218861,38.343857838,12000
110,0.0214790339306,41.719999314,13100
120,0.0211580804523,45.258616078,14200
130,0.0220028219569,48.702616869,15300
140,0.021429327708,52.295288454,16400
150,0.0209356856142,55.844024737,17500
160,0.0205085340522,59.474682389,18600
170,0.0212362246667,62.898295085,19700
180,0.0214260511825,66.302517171,20800
190,0.0207823281655,69.715430724,21900
200,0.0194139268173,73.136142844,23000
210,0.0205551986851,76.656407048,24100
220,0.0221309343318,80.228912907,25200
230,0.019968240812,83.795774005,26300
240,0.0208714113192,87.330328008,27400
250,0.0214928054634,90.752876752,28500
260,0.0200412059384,94.170467881,29600
270,0.0212354003484,97.609843878,30700
280,0.0211897635139,101.123837754,31800
290,0.019722332974,104.519853677,32900
300,0.0212868806256,107.906498808,34000
310,0.0224139291619,111.310357283,35100
320,0.0212544427318,114.742450316,36200
330,0.0201530417546,118.201218878,37300
340,0.0217410214306,121.742922911,38400
350,0.0213911705865,125.26238854,39500
360,0.0221004590312,128.683324007,40600
370,0.0228827590443,132.210171322,41700
380,0.0213280293132,135.631379497,42800
390,0.0210025265146,139.064481257,43900
400,0.020850349789,142.515450763,45000
410,0.0217532136998,145.90464801,46100
420,0.0204246503919,149.286129284,47200
430,0.021588603651,152.762791006,48300
440,0.023083822237,156.313679628,49400
450,0.0208049014726,160.234013231,50500
460,0.0228715494084,163.686044246,51600
470,0.0202964977893,167.200910006,52700
480,0.0210465070683,170.734773931,53800
490,0.0198776757884,174.174908917,54900
500,0.0220605438458,177.564376916,56000
510,0.0221827766417,181.191302183,57100
520,0.0201436405808,184.720579434,58200
530,0.0217120873705,188.132374297,59300
540,0.0212096253854,191.529780151,60400
550,0.019762176081,194.907238249,61500
560,0.022340678223,198.33675864,62600
570,0.020651641098,201.755512443,63700
580,0.0217921409207,205.183075983,64800
590,0.0197534014447,208.595544797,65900
600,0.0202787376875,212.04773367,67000
610,0.0214416540005,215.416407933,68100
620,0.0216466596211,218.797254354,69200
630,0.0212824434316,222.202812611,70300
640,0.0202977392068,225.654079261,71400
650,0.0210577533135,229.05863368,72500
660,0.0214342228604,232.467179506,73600
670,0.0210898485145,235.919554582,74700
680,0.0212863605158,239.376803213,75800
690,0.0212945414865,242.939795083,76900
700,0.0219488746526,246.359545394,78000
710,0.0210872277409,249.751332877,79100
720,0.0206009832582,253.184429261,80200
730,0.0208443129914,256.620133964,81300
740,0.0209267460654,259.984629638,82400
750,0.0202866398375,263.453855426,83500
760,0.0210602820287,266.930927187,84600
770,0.0212180020391,270.339975421,85700
780,0.0222778667296,273.802750054,86800
790,0.0221133636707,277.255884118,87900
800,0.020594143294,280.753952925,89000
810,0.0207290864304,284.269515605,90100
820,0.0215092849265,287.747722183,91200
830,0.020374895023,291.218351586,92300
840,0.0219781464563,294.673853029,93400
850,0.0208084907085,298.192767378,94500
860,0.0215579118434,301.63948743,95600
870,0.0221850737299,305.092664013,96700
880,0.0209859761447,308.560313666,97800
890,0.0210531104771,311.985982423,98900
900,0.0218501820704,315.922605194,100000
910,0.0207193449451,319.743797241,101100
920,0.0209754780339,323.446181969,102200
930,0.0208909788434,327.017841847,103300
940,0.0201308614621,330.695366655,104400
950,0.0201878113739,334.405377432,105500
960,0.0217703164893,338.037653248,106600
970,0.0207995886778,341.662911966,107700
980,0.0208765086579,345.052508989,108800
990,0.021407309394,348.613249308,109900
1000,0.0218618402073,352.086616054,111000
